10.323931	4.929738	5.810753	5.463585	6.442655	5.483996	4.336602	4.5871353	5.2648144	4.718921	4.2377086	4.914193	3.515203	5.876915	5.2862678	5.113613	5.06973	6.325291	4.3914566	4.50858
8.361161	5.5902586	3.7870386	3.2711446	1.305199	5.4949718	5.019726	5.102119	4.6896634	6.034335	5.576188	4.9718485	5.289956	6.4916806	4.794045	4.5518928	4.501897	4.918411	3.898741	4.875933
8.271449	5.6135907	3.8126373	3.313032	1.4197938	5.4411445	4.98402	5.1123633	4.6565256	6.022545	5.561926	4.9587145	5.2295527	6.45219	4.8359365	4.5369716	4.463554	4.9013915	3.8646772	4.8439674
9.066006	5.279794	4.496489	4.0942082	3.383319	5.272455	4.731318	4.873895	4.9656343	5.51737	4.9852343	4.8232083	4.397309	6.458413	4.947734	4.8723664	4.2618423	5.2401586	3.7910519	4.719466
10.55327	4.948205	5.807334	5.450383	6.9272165	5.1128097	4.206887	4.3753996	5.6103683	4.693845	4.3659368	5.007443	3.700308	5.4447303	4.474299	6.1621375	6.1047883	4.272594	4.6873827	5.5400057
10.68514	4.8825345	5.902577	5.4595366	6.8661585	4.687065	4.3186374	4.5940814	5.4098015	4.63635	4.6476955	5.206966	4.3058286	5.0891895	4.716079	6.004554	4.9387946	5.1396065	5.3008633	4.955316
10.735948	4.8747888	5.991064	5.5015054	6.944368	4.5862255	4.4064536	4.7006955	5.3105755	4.601605	4.8748665	5.1417165	4.6023293	4.7553277	4.7012067	5.984878	4.890266	5.11312	5.593802	4.928869
10.431484	5.0018463	5.885601	5.3961177	6.517308	4.5014133	4.417612	5.1124153	4.7173557	4.6307135	5.3179355	5.2781467	5.124104	3.8319647	4.782651	5.5144687	4.7703166	4.797323	6.084137	4.822555
9.671015	5.1591086	4.8286977	4.4067583	4.267005	4.2977195	4.50347	5.009951	4.9169784	5.2277484	5.350523	5.2178903	5.103077	4.9183927	4.685896	5.6937175	3.8051226	4.557659	5.1581364	4.776667
8.359947	5.596259	3.758986	3.2169473	1.1574169	5.451002	5.005607	5.1090097	4.669129	6.042266	5.56799	4.929924	5.278317	6.4531927	4.8211527	4.569355	4.468454	4.8921347	3.897938	4.842052
10.612739	4.915147	5.900633	5.4463882	6.947999	4.9779806	4.281684	4.515637	5.5367723	4.651618	4.553849	4.952258	4.1814547	5.2807875	4.627212	5.933666	5.389135	4.7310624	5.268402	5.231356
10.560696	4.892804	5.807674	5.3716917	6.761214	5.0738373	4.407695	4.4929633	5.4918046	4.7106338	4.445094	5.0109243	4.1117606	5.7042174	4.6495976	5.9338913	5.4106607	5.145881	4.649158	5.1607084
